#Position, DFT_FES_PMF, DPMD_FES_PMF
3.411222444889779215e+00 3.947765862669206705e+00 4.130185459711310791e+00
3.416432865731462876e+00 3.957872960830519204e+00 4.147631425530086346e+00
3.421643286573146092e+00 3.967980058991830816e+00 4.155150742986788437e+00
3.426853707414829309e+00 3.978087157153142872e+00 4.156096084821517600e+00
3.432064128256512969e+00 3.988194255314455372e+00 4.150276901016243691e+00
3.437274549098196186e+00 3.975189604345650274e+00 4.135229039796724848e+00
3.442484969939879402e+00 3.929688663208461108e+00 4.116424782242765090e+00
3.447695390781563063e+00 3.884187722071268389e+00 4.085891138898793074e+00
3.452905811623246279e+00 3.838686780934079223e+00 4.052657353082272707e+00
3.458116232464929496e+00 3.793185839796890058e+00 4.008943230570809924e+00
3.463326653306613157e+00 3.747684898659697339e+00 3.960885076976132790e+00
3.468537074148296373e+00 3.702183957522508173e+00 3.905246163255859049e+00
3.473747494989979590e+00 3.656683016385319007e+00 3.842871062812834193e+00
3.478957915831663250e+00 3.611182075248126289e+00 3.775660785397030761e+00
3.484168336673346467e+00 3.565681134110937123e+00 3.699476159035448131e+00
3.489378757515029683e+00 3.520180192973747957e+00 3.620853936354045732e+00
3.494589178356713344e+00 3.474679251836555238e+00 3.531561214087066247e+00
3.499799599198396560e+00 3.429178310699366072e+00 3.439832801391721873e+00
3.505010020040080221e+00 3.382616515034047033e+00 3.340206847004370427e+00
3.510220440881763437e+00 3.300392898694338495e+00 3.236650160808481225e+00
3.515430861723446654e+00 3.218169282354629956e+00 3.128358026055838792e+00
3.520641282565130314e+00 3.135945666014914313e+00 3.015666399297206368e+00
3.525851703406813531e+00 3.053722049675205774e+00 2.900821829642039162e+00
3.531062124248496747e+00 2.971498433335497236e+00 2.782030947493149942e+00
3.536272545090180408e+00 2.889274816995781592e+00 2.662499885286619072e+00
3.541482965931863625e+00 2.807051200656073497e+00 2.540894889109387211e+00
3.546693386773546841e+00 2.724827584316364515e+00 2.419222295655807375e+00
3.551903807615230502e+00 2.642603967976649315e+00 2.297409307859032968e+00
3.557114228456913718e+00 2.560380351636940777e+00 2.176631452443827275e+00
3.562324649298596935e+00 2.478156735297232238e+00 2.056725287455196671e+00
3.567535070140280595e+00 2.395933118957516594e+00 1.939878439363792229e+00
3.572745490981963812e+00 2.313709502617808056e+00 1.823993911610965135e+00
3.577955911823647028e+00 2.230096076760232471e+00 1.714114340128813474e+00
3.583166332665330689e+00 2.145708179692409345e+00 1.605987048450199239e+00
3.588376753507013905e+00 2.061320282624593769e+00 1.504490238451969164e+00
3.593587174348697122e+00 1.976932385556777971e+00 1.407287872016790731e+00
3.598797595190380783e+00 1.892544488488955068e+00 1.316156960274194931e+00
3.604008016032063999e+00 1.808156591421139270e+00 1.232599833883103457e+00
3.609218436873747216e+00 1.723768694353323472e+00 1.153450051510113816e+00
3.614428857715430876e+00 1.639380797285500346e+00 1.084507325493245133e+00
3.619639278557114093e+00 1.554992900217684770e+00 1.018161165925089540e+00
3.624849699398797309e+00 1.470605003149868972e+00 9.627402082332980893e-01
3.630060120240480970e+00 1.386217106082046069e+00 9.105857489918058878e-01
3.635270541082164186e+00 1.301829209014230271e+00 8.665975358760776848e-01
3.640480961923847403e+00 1.217441311946414473e+00 8.282216092437756361e-01
3.645691382765531063e+00 1.142074591485321866e+00 7.953783621944238158e-01
3.650901803607214280e+00 1.093004701251453881e+00 7.703678004538309088e-01
3.656112224448897496e+00 1.043934811017585895e+00 7.483817409611738247e-01
3.661322645290581157e+00 9.948649207837136910e-01 7.363233763948012767e-01
3.666533066132264373e+00 9.457950305498455945e-01 7.265224107478616133e-01
3.671743486973947590e+00 8.967251403159774981e-01 7.253873908395179759e-01
3.676953907815631251e+00 8.476552500821052938e-01 7.280000654415347272e-01
3.682164328657314467e+00 7.985853598482373084e-01 7.368588975608176828e-01
3.687374749498997684e+00 7.495154696143691009e-01 7.514720446943050636e-01
3.692585170340681344e+00 7.004455793804968966e-01 7.700369503315249720e-01
3.697795591182364561e+00 6.513756891466289112e-01 7.962383772940633264e-01
3.703006012024047777e+00 6.023057989127608147e-01 8.244862215800202732e-01
3.708216432865731438e+00 5.532359086788886104e-01 8.616910591431761191e-01
3.713426853707414654e+00 5.041660184450205140e-01 9.011548254620447285e-01
3.718637274549097871e+00 5.123286918048819416e-01 9.475263304396981390e-01
3.723847695390781531e+00 5.291420658178028757e-01 9.981351852511650691e-01
3.729058116232464748e+00 5.459554398307223666e-01 1.053633289870870016e+00
3.734268537074147964e+00 5.627688138436418575e-01 1.115329707301629281e+00
3.739478957915831625e+00 5.795821878565627916e-01 1.179914343790949172e+00
3.744689378757514842e+00 5.963955618694822824e-01 1.252640797967708775e+00
3.749899799599198058e+00 6.132089358824017733e-01 1.327333366692454275e+00
3.755110220440881719e+00 6.300223098953228185e-01 1.409970863603654312e+00
3.760320641282564935e+00 6.468356839082423093e-01 1.495618485100252748e+00
3.765531062124248152e+00 6.636490579211618002e-01 1.587222310563716432e+00
3.770741482965931812e+00 6.804624319340827343e-01 1.683767458958880470e+00
3.775951903807615029e+00 6.972758059470022252e-01 1.784297545202175428e+00
3.781162324649298245e+00 7.140891799599217160e-01 1.891682694622589755e+00
3.786372745490981906e+00 7.714203240133071793e-01 2.001098973873271181e+00
3.791583166332665122e+00 8.723013983906451330e-01 2.119266598445650462e+00
3.796793587174348339e+00 9.731824727679829756e-01 2.239353145236122611e+00
3.802004008016032000e+00 1.074063547145329478e+00 2.366421753952112184e+00
3.807214428857715216e+00 1.174944621522667321e+00 2.497217238375621484e+00
3.812424849699398433e+00 1.275825695900005163e+00 2.633054966403438613e+00
3.817635270541082093e+00 1.376706770277351666e+00 2.774507794188254106e+00
3.822845691382765310e+00 1.477587844654689508e+00 2.919080121838052211e+00
3.828056112224448526e+00 1.578468919032027351e+00 3.071140812124033559e+00
3.833266533066132187e+00 1.679349993409373631e+00 3.225094192102812674e+00
3.838476953907815403e+00 1.780231067786711474e+00 3.387032437202793567e+00
3.843687374749498620e+00 1.881112142164049317e+00 3.551529251516132302e+00
3.848897795591182280e+00 1.981993216541396041e+00 3.722098814444326109e+00
3.854108216432865497e+00 2.091650708603837838e+00 3.897089635376643102e+00
3.859318637274548713e+00 2.284686791548138363e+00 4.076256088868422722e+00
3.864529058116232374e+00 2.477722874492454874e+00 4.261691488704135722e+00
3.869739478957915590e+00 2.670758957436755399e+00 4.449420405494925568e+00
3.874949899799598807e+00 2.863795040381055479e+00 4.645250956518401253e+00
3.880160320641282468e+00 3.056831123325372435e+00 4.842933622244261826e+00
3.885370741482965684e+00 3.249867206269672515e+00 5.047684183839274752e+00
3.890581162324649345e+00 3.442903289213989027e+00 5.255697572586319311e+00
3.895791583166332561e+00 3.635939372158289551e+00 5.468907315686553083e+00
3.901002004008015778e+00 3.828975455102590075e+00 5.687201999739162517e+00
3.906212424849699438e+00 4.022011538046906587e+00 5.908836497080037553e+00
3.911422845691382655e+00 4.215047620991207111e+00 6.137363048722631831e+00
3.916633266533065871e+00 4.408083703935506747e+00 6.367716140528179025e+00
3.921843687374749532e+00 4.601119786879824147e+00 6.606096864556516124e+00
3.927054108216432748e+00 4.859620251748823172e+00 6.846617395785449034e+00
3.932264529058115965e+00 5.145054270760666348e+00 7.093319592260604267e+00
3.937474949899799626e+00 5.430488289772534394e+00 7.343958135197344639e+00
3.942685370741482842e+00 5.715922308784377570e+00 7.598947376854741087e+00
3.947895791583166059e+00 6.001356327796221635e+00 7.859654503783647606e+00
3.953106212424849719e+00 6.286790346808088792e+00 8.122896363358711014e+00
3.958316633266532936e+00 6.572224365819932856e+00 8.393622646564207201e+00
3.963527054108216152e+00 6.857658384831776033e+00 8.666134894942242539e+00
3.968737474949899813e+00 7.143092403843644078e+00 8.945778708558812298e+00
3.973947895791583029e+00 7.428526422855487255e+00 9.228245685046836400e+00
3.979158316633266246e+00 7.713960441867330431e+00 9.516038834787241996e+00
3.984368737474949906e+00 7.999394460879198476e+00 9.808411111669682825e+00
3.989579158316633123e+00 8.284828479891041653e+00 1.010431917026935089e+01
3.994789579158316339e+00 8.570262498902884829e+00 1.040654731983056180e+01
4.000000000000000000e+00 8.855696517914752874e+00 1.071053586002492430e+01
